"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"60";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"0";"0";"0";"-77";"-77";"74eac1e4e3cf84df6072fb942d4b10a8";"1";"0";"1590416431";"2020-05-25 14:20:31";"2020-05-25 14:20:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"61";"0";"0";"31";"6464875";"-77";"914";"1";"2";"2";"1";"5d15f79acc08a30019744de2";"6";"5";"4";"3";"5";"1";"1";"7";"-77";"7";"7";"5";"6";"3";"3";"25";"2";"unemployed";"32";"1";"-99";"n/a";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Either the member has upset them or the friend is having a bad time.";"They don't have enough time.";"The audience didn't agree with what was said.";"They disagree over something.";"They don't know what to do to help.";"Their enthusiasm got them the job.";"They look good.";"He had a pay review.";"The project was a success.";"Their partner has done something wrong and is feeling guilty.";"3";"3";"4";"3";"2";"2";"2";"4";"2";"4";"3";"3";"4";"4";"2";"1";"2";"5";"2";"4";"4";"5";"4";"4";"4";"2";"5";"3";"4";"5";"4";"5";"4";"4";"2";"2";"5";"3";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"2931ee8d16a912cd843c4d2f5eb5b77f";"1";"0";"1590416431";"2020-05-25 14:20:31";"2020-05-25 14:35:45";"0000-00-00 00:00:00";"265";"253";"77";"21";"38";"59";"383";"410";"888";"0";"434";"812";"895";"50";"849";"0";"830";"838";"870";"900";"914";"417";"0";"0";"ec04f2fd877b8271648f94e28308c805"
"62";"0";"0";"31";"6464875";"-77";"1577";"2";"1";"2";"1";"msafc";"4";"3";"3";"5";"5";"1";"3";"7";"3";"-77";"5";"7";"4";"3";"5";"15";"1";"delivery driver";"37";"1";"-99";"-99";"6";"2";"-99";"yellow group member may have done something to incur their friends wrath ";"poor time management";"negative reaction";"conflict of interests ";"yellow group member is apathetic ";"yellow group member applied themselves and worked hard to achieve their goal";"yellow group member takes pride in their appearance ";"good work ethic ";"intelligent and thoughtful work ";"yellow group member has a stronger relationship with their partner";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"3";"2";"1";"1";"1";"3";"1";"1";"5";"3";"2";"4";"5";"2";"3";"2";"3";"5";"3";"3";"3";"3";"4";"2";"3";"1";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"7312aea72b241c987cd84edf1504f635";"1";"0";"1590416458";"2020-05-25 14:20:58";"2020-05-25 14:47:15";"0000-00-00 00:00:00";"154";"129";"75";"10";"31";"53";"282";"329";"1533";"1321";"0";"0";"1543";"44";"1444";"397";"0";"1398";"1496";"1548";"1577";"0";"345";"1376";"4dc5aad5a0953c25dd818c8a3c6256d1"
"63";"0";"0";"31";"6464875";"-77";"496";"1";"2";"2";"1";"5cbefc818c322e0015912361";"8";"8";"8";"7";"9";"2";"2";"6";"-77";"1";"3";"8";"8";"4";"4";"60";"2";"Student";"19";"1";"-99";"Thank you, I enjoyed it :)";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"They aren't warming ";"they are incompetent ";"They aren't very good at delivering";"They are not friendly,  or have manners ";"They are slelfish ";"They are hardworking";"they have made an effort";"they are a male";"they are a hard worker ";"they are valued more by people";"2";"2";"2";"4";"2";"2";"4";"3";"2";"3";"2";"4";"3";"3";"3";"4";"2";"4";"4";"2";"3";"3";"2";"2";"4";"3";"4";"2";"3";"4";"4";"2";"3";"4";"2";"5";"3";"5";"4";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"3aafd5408af4302f579b679a0c580381";"1";"0";"1590416465";"2020-05-25 14:21:05";"2020-05-25 14:29:21";"0000-00-00 00:00:00";"67";"64";"63";"8";"32";"61";"152";"165";"467";"0";"171";"409";"469";"47";"433";"0";"420";"427";"448";"481";"496";"170";"0";"0";"0187b9b0deb74ee96da167cdfdde3ffe"
"64";"0";"0";"31";"6464875";"-77";"912";"1";"2";"2";"1";"5e43006d01892b06f503e1d8";"5";"4";"4";"4";"5";"1";"3";"6";"-77";"2";"5";"6";"7";"6";"5";"25";"2";"Office worker";"39";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"They heard they'd acted badly";"They were held back by team members";"They didn't present their idea well";"They were rude";"They are too busy";"They had support from other team members";"They genuinely like their appearance";"The whole team worked well";"They worked well as part of a team";"They are a nice person";"2";"1";"2";"3";"2";"4";"3";"2";"3";"3";"3";"2";"2";"2";"2";"3";"3";"3";"3";"4";"3";"3";"3";"2";"3";"4";"3";"2";"3";"4";"3";"3";"3";"2";"3";"3";"3";"2";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"586024631ba31bbec77e67edf0d1da18";"1";"0";"1590416480";"2020-05-25 14:21:20";"2020-05-25 14:36:32";"0000-00-00 00:00:00";"138";"116";"74";"19";"35";"60";"347";"371";"892";"0";"428";"823";"896";"44";"855";"0";"839";"846";"876";"899";"912";"391";"0";"0";"44b2068127298bd41e390ad30276ac3d"
"65";"0";"0";"31";"6464875";"-77";"890";"1";"2";"2";"1";"5ec3de7a21dd590667039a0b";"8";"8";"6";"5";"9";"1";"2";"4";"-77";"4";"4";"5";"7";"1";"1";"30";"1";"Civil Servant";"23";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The friend has problems in their life";"They aren't willing to put enough work in";"The talk was delivered poorly";"The people have conflicting personalities";"The member of group green is not very nice";"The interview went well";"They look unusually good today";"They were performing well at work";"They did the project well";"Their partner feels bad about something";"4";"3";"2";"3";"2";"2";"2";"2";"2";"5";"4";"2";"3";"3";"2";"2";"3";"2";"3";"4";"4";"4";"4";"2";"3";"3";"4";"2";"3";"4";"4";"3";"4";"2";"4";"3";"4";"1";"4";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"06774e3919fa1efeb8b5cf611b440905";"1";"0";"1590416480";"2020-05-25 14:21:20";"2020-05-25 14:36:10";"0000-00-00 00:00:00";"103";"77";"52";"9";"22";"38";"224";"264";"848";"0";"286";"729";"872";"29";"788";"0";"756";"771";"831";"875";"890";"272";"0";"0";"85500e2e7f6e06fd47228845acb0bf68"
"66";"0";"0";"31";"6464875";"-77";"1112";"1";"1";"2";"1";"5d5ab9dac4866400012bcde2";"8";"7";"6";"5";"6";"2";"1";"3";"1";"-77";"6";"5";"5";"2";"4";"40";"1";"teacher";"61";"1";"-99";"-99";"7";"2";"-99";"their previous actions";"the amount of work given to them";"what they talked about ";"their interaction with the other person";"their history of their previous actions";"their facts they added to their application";"nice clothes they are wearing";"their previous work history";"their actions on completing the project";"the change in their interactions with their partner";"1";"4";"1";"1";"3";"3";"1";"1";"1";"1";"3";"2";"3";"3";"4";"4";"3";"3";"3";"3";"4";"4";"4";"5";"4";"3";"3";"3";"3";"5";"4";"4";"4";"5";"4";"3";"4";"4";"4";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"b4e0ee8fafc9b5023ed0c2d2ab00e9f5";"1";"0";"1590416485";"2020-05-25 14:21:25";"2020-05-25 14:39:57";"0000-00-00 00:00:00";"144";"125";"83";"25";"45";"64";"281";"319";"1085";"973";"0";"0";"1089";"51";"1034";"359";"0";"1015";"1064";"1091";"1112";"0";"333";"1004";"387fb7a2e6d3ea4bceb58f00e3e35574"
"67";"0";"0";"31";"6464887";"-77";"5";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464887";"1";"0";"0";"-77";"-77";"01d1485a0de749ba7334ba6b38fd6e25";"1";"0";"1590416489";"2020-05-25 14:21:29";"2020-05-25 14:21:34";"0000-00-00 00:00:00";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"68";"0";"0";"31";"6464875";"-77";"443";"2";"1";"2";"1";"5dc5a7a447487240e8d53454";"3";"3";"1";"2";"5";"3";"4";"5";"4";"-77";"7";"5";"5";"7";"7";"5";"1";"Architect";"31";"1";"-99";"No";"6";"2";"-99";"No idea";"No idea";" No idea ";"No idea";"No idea";"No idea";"No idea";"No idea";"No idea";"No idea";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"3";"4";"3";"3";"4";"3";"3";"3";"3";"4";"4";"4";"2";"3";"4";"2";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"30ca3217c139d5d33fbaf76834a0e047";"1";"0";"1590416493";"2020-05-25 14:21:33";"2020-05-25 14:28:56";"0000-00-00 00:00:00";"42";"36";"27";"4";"11";"26";"149";"172";"419";"351";"0";"0";"421";"15";"383";"182";"0";"373";"402";"425";"443";"0";"178";"366";"b8c6d2dedf0cc2e38251f7001b61ff2f"
"69";"0";"0";"31";"6464875";"-77";"964";"1";"1";"2";"1";"5e849721be17070424a95ee4";"8";"8";"6";"8";"8";"1";"2";"8";"7";"-77";"4";"8";"8";"3";"3";"30";"2";"student";"18";"1";"-99";"-99";"7";"2";"-99";"the friend was having a bad day";"there is too much work and not enough time to complete it";"the talk was on a controversial issue that the audience disagreed with";"they bumped into each other and dropped a bunch of stuff they were holding (ie, it was an accident that caused it to go badly)";"they were having a bad day and did not want to help";"they are well suited to the job and performed very well in  the interview";"the friend wanted to make them happy";"they worked hard and they deserve a raise";"they worked very hard and deserve the praise";"their partner loves them";"5";"4";"2";"5";"1";"1";"3";"1";"1";"3";"5";"5";"4";"5";"1";"1";"3";"1";"1";"3";"5";"5";"2";"5";"5";"2";"4";"0";"1";"2";"5";"5";"3";"5";"5";"2";"4";"1";"1";"2";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"798ec96e0093819c18d1c06b025daf8b";"1";"0";"1590416496";"2020-05-25 14:21:36";"2020-05-25 14:37:40";"0000-00-00 00:00:00";"117";"106";"68";"31";"39";"56";"239";"255";"930";"815";"0";"0";"951";"51";"886";"277";"0";"879";"919";"954";"964";"0";"263";"871";"a5feab08c27bde0fbd02dd19404df359"
"70";"0";"0";"31";"6464875";"-77";"1620";"2";"2";"2";"1";"5eb87974bcf28a0a19760424";"1";"1";"1";"1";"1";"3";"2";"9";"-77";"7";"7";"7";"6";"7";"6";"0";"1";"Civil servant";"34";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Highly hated";"The workload is more than they can handle";"misundertood";"Misunderstanding";"They clearly are not liked";"The ability to be persistent";"The value placed on the friend";"The experience on the area of expertise";"Very welcomed development";"Good understanding between them";"0";"4";"4";"3";"2";"2";"2";"4";"2";"0";"0";"4";"4";"3";"2";"3";"3";"3";"3";"3";"0";"4";"4";"3";"2";"3";"4";"3";"4";"2";"0";"4";"4";"3";"2";"2";"4";"3";"4";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.104";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"71f721b6c877cd8d1aa4f5e288b4f448";"1";"0";"1590416506";"2020-05-25 14:21:46";"2020-05-25 14:48:46";"0000-00-00 00:00:00";"164";"151";"80";"5";"24";"56";"268";"295";"1584";"0";"324";"1459";"1587";"51";"1540";"0";"1474";"1482";"1554";"1594";"1620";"319";"0";"0";"368454bae5793c63c73e90d98346322e"
