"id","ostracism_condition","self_other_condition","focus_condition","focus_value","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
1,"excluded","other","group_green_other",4,"1",NA,"The friend is aggressive in personality.",NA,NA,NA,NA
1,"excluded","other","group_yellow_own",NA,"1",NA,"The friend is aggressive in personality.",2,5,"stability_other1","locus_other1"
1,"excluded","other","group_yellow_own",NA,"1",NA,"The friend is aggressive in personality.",3.5,1,"stability_other6","locus_other6"
1,"excluded","other","group_green_other",4,"2",NA,"They have procrastinated too much.",2,5,"stability_other1","locus_other1"
1,"excluded","other","group_green_other",4,"2",NA,"They have procrastinated too much.",3.5,1,"stability_other6","locus_other6"
1,"excluded","other","group_yellow_own",NA,"2",NA,"They have procrastinated too much.",NA,NA,NA,NA
1,"excluded","other","group_green_other",4,"3",NA,"The member is awkward.",NA,NA,NA,NA
1,"excluded","other","group_yellow_own",NA,"3",NA,"The member is awkward.",2,1,"stability_other7","locus_other7"
1,"excluded","other","group_yellow_own",NA,"3",NA,"The member is awkward.",2.5,1,"stability_other2","locus_other2"
1,"excluded","other","group_green_other",4,"4",NA,"The green member has a completely different personality and interests.",2,1,"stability_other7","locus_other7"
1,"excluded","other","group_green_other",4,"4",NA,"The green member has a completely different personality and interests.",2.5,1,"stability_other2","locus_other2"
1,"excluded","other","group_yellow_own",NA,"4",NA,"The green member has a completely different personality and interests.",NA,NA,NA,NA
1,"excluded","other","group_green_other",4,"5",NA,"The friend does not deserve help from the member.",NA,NA,NA,NA
1,"excluded","other","group_yellow_own",NA,"5",NA,"The friend does not deserve help from the member.",2.5,3,"stability_other8","locus_other8"
1,"excluded","other","group_yellow_own",NA,"5",NA,"The friend does not deserve help from the member.",1.5,1,"stability_other3","locus_other3"
1,"excluded","other","group_green_other",4,"6",NA,"The member pushes doubts aside when it comes to bigger desires.",2.5,3,"stability_other8","locus_other8"
1,"excluded","other","group_green_other",4,"6",NA,"The member pushes doubts aside when it comes to bigger desires.",1.5,1,"stability_other3","locus_other3"
1,"excluded","other","group_yellow_own",NA,"6",NA,"The member pushes doubts aside when it comes to bigger desires.",NA,NA,NA,NA
1,"excluded","other","group_green_other",4,"7",NA,"They have friends who reflect their kind-heartedness.",NA,NA,NA,NA
1,"excluded","other","group_yellow_own",NA,"7",NA,"They have friends who reflect their kind-heartedness.",1.5,2,"stability_other9","locus_other9"
1,"excluded","other","group_yellow_own",NA,"7",NA,"They have friends who reflect their kind-heartedness.",1,1,"stability_other4","locus_other4"
1,"excluded","other","group_green_other",4,"8",NA,"Pity is placed on the member.",1.5,2,"stability_other9","locus_other9"
1,"excluded","other","group_green_other",4,"8",NA,"Pity is placed on the member.",1,1,"stability_other4","locus_other4"
1,"excluded","other","group_yellow_own",NA,"8",NA,"Pity is placed on the member.",NA,NA,NA,NA
1,"excluded","other","group_green_other",4,"9",NA,"The member has incorporated skills that are well practiced into said project.",NA,NA,NA,NA
1,"excluded","other","group_yellow_own",NA,"9",NA,"The member has incorporated skills that are well practiced into said project.",2,5,"stability_other5","locus_other5"
1,"excluded","other","group_yellow_own",NA,"9",NA,"The member has incorporated skills that are well practiced into said project.",4.5,1,"stability_other10","locus_other10"
1,"excluded","other","group_green_other",4,"10",NA,"The green member has become more social.",2,5,"stability_other5","locus_other5"
1,"excluded","other","group_green_other",4,"10",NA,"The green member has become more social.",4.5,1,"stability_other10","locus_other10"
1,"excluded","other","group_yellow_own",NA,"10",NA,"The green member has become more social.",NA,NA,NA,NA
2,"included","self","group_green_other",NA,"1","There is probably and underlying problem that has been there for years. Maybe the person actly hostile is a cry for help and they do not know how to vocalize it. They have to much pride and is afraid of how they are going to  look  if they ask for help.",NA,NA,NA,NA,NA
2,"included","self","group_yellow_own",5,"1","There is probably and underlying problem that has been there for years. Maybe the person actly hostile is a cry for help and they do not know how to vocalize it. They have to much pride and is afraid of how they are going to  look  if they ask for help.",NA,3,4,"stability_self1","locus_self1"
2,"included","self","group_yellow_own",5,"1","There is probably and underlying problem that has been there for years. Maybe the person actly hostile is a cry for help and they do not know how to vocalize it. They have to much pride and is afraid of how they are going to  look  if they ask for help.",NA,4,4,"stability_self6","locus_self6"
2,"included","self","group_green_other",NA,"2","I believe the outcome will be the same, because it is virtual. If it was a real life scenario, then that would be a different matter. It all depends on the background that each and everyone of us come from.",NA,3,4,"stability_self1","locus_self1"
2,"included","self","group_green_other",NA,"2","I believe the outcome will be the same, because it is virtual. If it was a real life scenario, then that would be a different matter. It all depends on the background that each and everyone of us come from.",NA,4,4,"stability_self6","locus_self6"
2,"included","self","group_yellow_own",5,"2","I believe the outcome will be the same, because it is virtual. If it was a real life scenario, then that would be a different matter. It all depends on the background that each and everyone of us come from.",NA,NA,NA,NA,NA
2,"included","self","group_green_other",NA,"3","Maybe the member has the fear of public speaking and was not well prepared for this talk. If their message is not concise, and they bored them to death, then that will be the outcome.",NA,NA,NA,NA,NA
2,"included","self","group_yellow_own",5,"3","Maybe the member has the fear of public speaking and was not well prepared for this talk. If their message is not concise, and they bored them to death, then that will be the outcome.",NA,3.5,3,"stability_self7","locus_self7"
2,"included","self","group_yellow_own",5,"3","Maybe the member has the fear of public speaking and was not well prepared for this talk. If their message is not concise, and they bored them to death, then that will be the outcome.",NA,4,3,"stability_self2","locus_self2"
2,"included","self","group_green_other",NA,"4","This could happen because of the may biases that we all have. Maybe it's the way the person looks, or how they talk, or the color of their skin. This is also based on the fact that the person could be having a bad day. There are many unknowns in human interactions and it is impossible to be able to pin them down indefinitely.",NA,3.5,3,"stability_self7","locus_self7"
2,"included","self","group_green_other",NA,"4","This could happen because of the may biases that we all have. Maybe it's the way the person looks, or how they talk, or the color of their skin. This is also based on the fact that the person could be having a bad day. There are many unknowns in human interactions and it is impossible to be able to pin them down indefinitely.",NA,4,3,"stability_self2","locus_self2"
2,"included","self","group_yellow_own",5,"4","This could happen because of the may biases that we all have. Maybe it's the way the person looks, or how they talk, or the color of their skin. This is also based on the fact that the person could be having a bad day. There are many unknowns in human interactions and it is impossible to be able to pin them down indefinitely.",NA,NA,NA,NA,NA
2,"included","self","group_green_other",NA,"5","The main cause can be two fold; the person that comes with the problem to the group placed themselves in that situation or some unknown factor. This also depends on how close the friend is to the people of the group. If it is a random stranger-no one cares- but if it is someone that they have built a relationship with, then might try to help. If the friend can solve their own problems, then they are not equipped to be a true friend at all.",NA,NA,NA,NA,NA
2,"included","self","group_yellow_own",5,"5","The main cause can be two fold; the person that comes with the problem to the group placed themselves in that situation or some unknown factor. This also depends on how close the friend is to the people of the group. If it is a random stranger-no one cares- but if it is someone that they have built a relationship with, then might try to help. If the friend can solve their own problems, then they are not equipped to be a true friend at all.",NA,4,4,"stability_self8","locus_self8"
2,"included","self","group_yellow_own",5,"5","The main cause can be two fold; the person that comes with the problem to the group placed themselves in that situation or some unknown factor. This also depends on how close the friend is to the people of the group. If it is a random stranger-no one cares- but if it is someone that they have built a relationship with, then might try to help. If the friend can solve their own problems, then they are not equipped to be a true friend at all.",NA,4.5,4,"stability_self3","locus_self3"
2,"included","self","group_green_other",NA,"6","It was well deserved and it is was they rightfully deserve.",NA,4,4,"stability_self8","locus_self8"
2,"included","self","group_green_other",NA,"6","It was well deserved and it is was they rightfully deserve.",NA,4.5,4,"stability_self3","locus_self3"
2,"included","self","group_yellow_own",5,"6","It was well deserved and it is was they rightfully deserve.",NA,NA,NA,NA,NA
2,"included","self","group_green_other",NA,"7","Compliments are good and even better when they are sincere. There are also instances when the person that is doing the complimenting wants something out of that individual, but it is hard to gauge if this is the case. Mind games are played all the time at many different levels.",NA,NA,NA,NA,NA
2,"included","self","group_yellow_own",5,"7","Compliments are good and even better when they are sincere. There are also instances when the person that is doing the complimenting wants something out of that individual, but it is hard to gauge if this is the case. Mind games are played all the time at many different levels.",NA,3,3,"stability_self9","locus_self9"
2,"included","self","group_yellow_own",5,"7","Compliments are good and even better when they are sincere. There are also instances when the person that is doing the complimenting wants something out of that individual, but it is hard to gauge if this is the case. Mind games are played all the time at many different levels.",NA,3,4,"stability_self4","locus_self4"
2,"included","self","group_green_other",NA,"8","What did the person do to get the raise? If they put in the work and the hours then it is well deserved. The raise was the outcome of them doing something right.",NA,3,3,"stability_self9","locus_self9"
2,"included","self","group_green_other",NA,"8","What did the person do to get the raise? If they put in the work and the hours then it is well deserved. The raise was the outcome of them doing something right.",NA,3,4,"stability_self4","locus_self4"
2,"included","self","group_yellow_own",5,"8","What did the person do to get the raise? If they put in the work and the hours then it is well deserved. The raise was the outcome of them doing something right.",NA,NA,NA,NA,NA
2,"included","self","group_green_other",NA,"9","That is because of work on their part. They deserve the praise.",NA,NA,NA,NA,NA
2,"included","self","group_yellow_own",5,"9","That is because of work on their part. They deserve the praise.",NA,2.5,4,"stability_self5","locus_self5"
2,"included","self","group_yellow_own",5,"9","That is because of work on their part. They deserve the praise.",NA,4,4,"stability_self10","locus_self10"
2,"included","self","group_green_other",NA,"10","This could be because of an unknown connection that they might have with the other individuals. There are many factors that come into this and the fact that the way someone reaction time says a little about the person.",NA,2.5,4,"stability_self5","locus_self5"
2,"included","self","group_green_other",NA,"10","This could be because of an unknown connection that they might have with the other individuals. There are many factors that come into this and the fact that the way someone reaction time says a little about the person.",NA,4,4,"stability_self10","locus_self10"
2,"included","self","group_yellow_own",5,"10","This could be because of an unknown connection that they might have with the other individuals. There are many factors that come into this and the fact that the way someone reaction time says a little about the person.",NA,NA,NA,NA,NA
3,"excluded","other","group_green_other",5,"1",NA,"They don't like green",NA,NA,NA,NA
3,"excluded","other","group_yellow_own",NA,"1",NA,"They don't like green",3,2,"stability_other1","locus_other1"
3,"excluded","other","group_yellow_own",NA,"1",NA,"They don't like green",3,4,"stability_other6","locus_other6"
3,"excluded","other","group_green_other",5,"2",NA,"They didn't work hard enough",3,2,"stability_other1","locus_other1"
3,"excluded","other","group_green_other",5,"2",NA,"They didn't work hard enough",3,4,"stability_other6","locus_other6"
3,"excluded","other","group_yellow_own",NA,"2",NA,"They didn't work hard enough",NA,NA,NA,NA
3,"excluded","other","group_green_other",5,"3",NA,"Their talk wasn't good or was controversial",NA,NA,NA,NA
3,"excluded","other","group_yellow_own",NA,"3",NA,"Their talk wasn't good or was controversial",4,4,"stability_other7","locus_other7"
3,"excluded","other","group_yellow_own",NA,"3",NA,"Their talk wasn't good or was controversial",2,2,"stability_other2","locus_other2"
3,"excluded","other","group_green_other",5,"4",NA,"They were rude.",4,4,"stability_other7","locus_other7"
3,"excluded","other","group_green_other",5,"4",NA,"They were rude.",2,2,"stability_other2","locus_other2"
3,"excluded","other","group_yellow_own",NA,"4",NA,"They were rude.",NA,NA,NA,NA
3,"excluded","other","group_green_other",5,"5",NA,"They don't like green",NA,NA,NA,NA
3,"excluded","other","group_yellow_own",NA,"5",NA,"They don't like green",3,4,"stability_other8","locus_other8"
3,"excluded","other","group_yellow_own",NA,"5",NA,"They don't like green",2,2,"stability_other3","locus_other3"
3,"excluded","other","group_green_other",5,"6",NA,"They did well at interview",3,4,"stability_other8","locus_other8"
3,"excluded","other","group_green_other",5,"6",NA,"They did well at interview",2,2,"stability_other3","locus_other3"
3,"excluded","other","group_yellow_own",NA,"6",NA,"They did well at interview",NA,NA,NA,NA
3,"excluded","other","group_green_other",5,"7",NA,"Green looks nice",NA,NA,NA,NA
3,"excluded","other","group_yellow_own",NA,"7",NA,"Green looks nice",3,4,"stability_other9","locus_other9"
3,"excluded","other","group_yellow_own",NA,"7",NA,"Green looks nice",3,2,"stability_other4","locus_other4"
3,"excluded","other","group_green_other",5,"8",NA,"They worked hard",3,4,"stability_other9","locus_other9"
3,"excluded","other","group_green_other",5,"8",NA,"They worked hard",3,2,"stability_other4","locus_other4"
3,"excluded","other","group_yellow_own",NA,"8",NA,"They worked hard",NA,NA,NA,NA
3,"excluded","other","group_green_other",5,"9",NA,"They worked hard",NA,NA,NA,NA
3,"excluded","other","group_yellow_own",NA,"9",NA,"They worked hard",2,2,"stability_other5","locus_other5"
3,"excluded","other","group_yellow_own",NA,"9",NA,"They worked hard",4.5,4,"stability_other10","locus_other10"
3,"excluded","other","group_green_other",5,"10",NA,"They have been kind",2,2,"stability_other5","locus_other5"
3,"excluded","other","group_green_other",5,"10",NA,"They have been kind",4.5,4,"stability_other10","locus_other10"
3,"excluded","other","group_yellow_own",NA,"10",NA,"They have been kind",NA,NA,NA,NA
4,"included","self","group_green_other",NA,"1","Member of group Yellow made a mistake",NA,NA,NA,NA,NA
4,"included","self","group_yellow_own",1,"1","Member of group Yellow made a mistake",NA,4,2.5,"stability_self1","locus_self1"
4,"included","self","group_yellow_own",1,"1","Member of group Yellow made a mistake",NA,2.5,3,"stability_self6","locus_self6"
4,"included","self","group_green_other",NA,"2","Member of group Yellow is stressed and has taken on too much work",NA,4,2.5,"stability_self1","locus_self1"
4,"included","self","group_green_other",NA,"2","Member of group Yellow is stressed and has taken on too much work",NA,2.5,3,"stability_self6","locus_self6"
4,"included","self","group_yellow_own",1,"2","Member of group Yellow is stressed and has taken on too much work",NA,NA,NA,NA,NA
4,"included","self","group_green_other",NA,"3","The member of group Yellow struggled to articulate their points in the right manner, so there was misunderstanding and so the talk was not well received",NA,NA,NA,NA,NA
4,"included","self","group_yellow_own",1,"3","The member of group Yellow struggled to articulate their points in the right manner, so there was misunderstanding and so the talk was not well received",NA,4,2.5,"stability_self7","locus_self7"
4,"included","self","group_yellow_own",1,"3","The member of group Yellow struggled to articulate their points in the right manner, so there was misunderstanding and so the talk was not well received",NA,3.5,2,"stability_self2","locus_self2"
4,"included","self","group_green_other",NA,"4","The person that the member of group Yellow met with was not who they claimed to be and was a negative and abusive person towards member of group Yellow",NA,4,2.5,"stability_self7","locus_self7"
4,"included","self","group_green_other",NA,"4","The person that the member of group Yellow met with was not who they claimed to be and was a negative and abusive person towards member of group Yellow",NA,3.5,2,"stability_self2","locus_self2"
4,"included","self","group_yellow_own",1,"4","The person that the member of group Yellow met with was not who they claimed to be and was a negative and abusive person towards member of group Yellow",NA,NA,NA,NA,NA
4,"included","self","group_green_other",NA,"5","Member of group Yellow does not wish to get involved in this drama as it will end up with the friend not listening and blaming them for their input",NA,NA,NA,NA,NA
4,"included","self","group_yellow_own",1,"5","Member of group Yellow does not wish to get involved in this drama as it will end up with the friend not listening and blaming them for their input",NA,2,2.5,"stability_self8","locus_self8"
4,"included","self","group_yellow_own",1,"5","Member of group Yellow does not wish to get involved in this drama as it will end up with the friend not listening and blaming them for their input",NA,4.5,2.5,"stability_self3","locus_self3"
4,"included","self","group_green_other",NA,"6","Member of group Yellow did their research and so performed well in the interview",NA,2,2.5,"stability_self8","locus_self8"
4,"included","self","group_green_other",NA,"6","Member of group Yellow did their research and so performed well in the interview",NA,4.5,2.5,"stability_self3","locus_self3"
4,"included","self","group_yellow_own",1,"6","Member of group Yellow did their research and so performed well in the interview",NA,NA,NA,NA,NA
4,"included","self","group_green_other",NA,"7","Member of group Yellow tried something new with their hair",NA,NA,NA,NA,NA
4,"included","self","group_yellow_own",1,"7","Member of group Yellow tried something new with their hair",NA,4,2,"stability_self9","locus_self9"
4,"included","self","group_yellow_own",1,"7","Member of group Yellow tried something new with their hair",NA,4.5,4.5,"stability_self4","locus_self4"
4,"included","self","group_green_other",NA,"8","Member of group Yellow worked hard consistently over the years and is finally getting recognition deserved",NA,4,2,"stability_self9","locus_self9"
4,"included","self","group_green_other",NA,"8","Member of group Yellow worked hard consistently over the years and is finally getting recognition deserved",NA,4.5,4.5,"stability_self4","locus_self4"
4,"included","self","group_yellow_own",1,"8","Member of group Yellow worked hard consistently over the years and is finally getting recognition deserved",NA,NA,NA,NA,NA
4,"included","self","group_green_other",NA,"9","Member of group Yellow worked hard on this project and their intellect and hard work has been recognized",NA,NA,NA,NA,NA
4,"included","self","group_yellow_own",1,"9","Member of group Yellow worked hard on this project and their intellect and hard work has been recognized",NA,4,4,"stability_self5","locus_self5"
4,"included","self","group_yellow_own",1,"9","Member of group Yellow worked hard on this project and their intellect and hard work has been recognized",NA,4.5,3.5,"stability_self10","locus_self10"
4,"included","self","group_green_other",NA,"10","Partner has finally recognized the care and consideration that member of group Yellow puts into every task and is showing appreciation",NA,4,4,"stability_self5","locus_self5"
4,"included","self","group_green_other",NA,"10","Partner has finally recognized the care and consideration that member of group Yellow puts into every task and is showing appreciation",NA,4.5,3.5,"stability_self10","locus_self10"
4,"included","self","group_yellow_own",1,"10","Partner has finally recognized the care and consideration that member of group Yellow puts into every task and is showing appreciation",NA,NA,NA,NA,NA
5,"excluded","self","group_green_other",NA,"1","The friend is jealous of Yellow's success",NA,NA,NA,NA,NA
5,"excluded","self","group_yellow_own",4,"1","The friend is jealous of Yellow's success",NA,4,2.5,"stability_self1","locus_self1"
5,"excluded","self","group_yellow_own",4,"1","The friend is jealous of Yellow's success",NA,3,3.5,"stability_self6","locus_self6"
5,"excluded","self","group_green_other",NA,"2","Had unrealistic expectations put on them",NA,4,2.5,"stability_self1","locus_self1"
5,"excluded","self","group_green_other",NA,"2","Had unrealistic expectations put on them",NA,3,3.5,"stability_self6","locus_self6"
5,"excluded","self","group_yellow_own",4,"2","Had unrealistic expectations put on them",NA,NA,NA,NA,NA
5,"excluded","self","group_green_other",NA,"3","Yellow misunderstood their audience, and pitched their talk the wrong way",NA,NA,NA,NA,NA
5,"excluded","self","group_yellow_own",4,"3","Yellow misunderstood their audience, and pitched their talk the wrong way",NA,1,4.5,"stability_self7","locus_self7"
5,"excluded","self","group_yellow_own",4,"3","Yellow misunderstood their audience, and pitched their talk the wrong way",NA,4.5,2.5,"stability_self2","locus_self2"
5,"excluded","self","group_green_other",NA,"4","Yellow was treated unfairly and pre-judged",NA,1,4.5,"stability_self7","locus_self7"
5,"excluded","self","group_green_other",NA,"4","Yellow was treated unfairly and pre-judged",NA,4.5,2.5,"stability_self2","locus_self2"
5,"excluded","self","group_yellow_own",4,"4","Yellow was treated unfairly and pre-judged",NA,NA,NA,NA,NA
5,"excluded","self","group_green_other",NA,"5","Yellow is very busy and has important priorities to do",NA,NA,NA,NA,NA
5,"excluded","self","group_yellow_own",4,"5","Yellow is very busy and has important priorities to do",NA,2,3.5,"stability_self8","locus_self8"
5,"excluded","self","group_yellow_own",4,"5","Yellow is very busy and has important priorities to do",NA,4,4,"stability_self3","locus_self3"
5,"excluded","self","group_green_other",NA,"6","Yellow had the best skills of anyone that applied",NA,2,3.5,"stability_self8","locus_self8"
5,"excluded","self","group_green_other",NA,"6","Yellow had the best skills of anyone that applied",NA,4,4,"stability_self3","locus_self3"
5,"excluded","self","group_yellow_own",4,"6","Yellow had the best skills of anyone that applied",NA,NA,NA,NA,NA
5,"excluded","self","group_green_other",NA,"7","Yellow has put a lot of effort into looking nice and grooming themself",NA,NA,NA,NA,NA
5,"excluded","self","group_yellow_own",4,"7","Yellow has put a lot of effort into looking nice and grooming themself",NA,2,3.5,"stability_self9","locus_self9"
5,"excluded","self","group_yellow_own",4,"7","Yellow has put a lot of effort into looking nice and grooming themself",NA,2,2,"stability_self4","locus_self4"
5,"excluded","self","group_green_other",NA,"8","Taking on new responsibilities at work",NA,2,3.5,"stability_self9","locus_self9"
5,"excluded","self","group_green_other",NA,"8","Taking on new responsibilities at work",NA,2,2,"stability_self4","locus_self4"
5,"excluded","self","group_yellow_own",4,"8","Taking on new responsibilities at work",NA,NA,NA,NA,NA
5,"excluded","self","group_green_other",NA,"9","Excellent work on project",NA,NA,NA,NA,NA
5,"excluded","self","group_yellow_own",4,"9","Excellent work on project",NA,5,4,"stability_self5","locus_self5"
5,"excluded","self","group_yellow_own",4,"9","Excellent work on project",NA,2,4.5,"stability_self10","locus_self10"
5,"excluded","self","group_green_other",NA,"10","Yellow and their partner are maturing, and they are being appreciated for their good qualities.",NA,5,4,"stability_self5","locus_self5"
5,"excluded","self","group_green_other",NA,"10","Yellow and their partner are maturing, and they are being appreciated for their good qualities.",NA,2,4.5,"stability_self10","locus_self10"
5,"excluded","self","group_yellow_own",4,"10","Yellow and their partner are maturing, and they are being appreciated for their good qualities.",NA,NA,NA,NA,NA
6,"excluded","self","group_green_other",NA,"1","Possibly he was not in same group as his friends, and his friend feel defeated.",NA,NA,NA,NA,NA
6,"excluded","self","group_yellow_own",1,"1","Possibly he was not in same group as his friends, and his friend feel defeated.",NA,3,5,"stability_self1","locus_self1"
6,"excluded","self","group_yellow_own",1,"1","Possibly he was not in same group as his friends, and his friend feel defeated.",NA,3,1.5,"stability_self6","locus_self6"
6,"excluded","self","group_green_other",NA,"2","A member of group yellow not completing the work they are supposed to do means, he was depressed at some point.",NA,3,5,"stability_self1","locus_self1"
6,"excluded","self","group_green_other",NA,"2","A member of group yellow not completing the work they are supposed to do means, he was depressed at some point.",NA,3,1.5,"stability_self6","locus_self6"
6,"excluded","self","group_yellow_own",1,"2","A member of group yellow not completing the work they are supposed to do means, he was depressed at some point.",NA,NA,NA,NA,NA
6,"excluded","self","group_green_other",NA,"3","The main cause of the outcome is because the audience feels a member of the group yellow is a failure.",NA,NA,NA,NA,NA
6,"excluded","self","group_yellow_own",1,"3","The main cause of the outcome is because the audience feels a member of the group yellow is a failure.",NA,3,4,"stability_self7","locus_self7"
6,"excluded","self","group_yellow_own",1,"3","The main cause of the outcome is because the audience feels a member of the group yellow is a failure.",NA,2,4.5,"stability_self2","locus_self2"
6,"excluded","self","group_green_other",NA,"4","The main cause of the outcome is because, a member of the group yellow already feels dejected.",NA,3,4,"stability_self7","locus_self7"
6,"excluded","self","group_green_other",NA,"4","The main cause of the outcome is because, a member of the group yellow already feels dejected.",NA,2,4.5,"stability_self2","locus_self2"
6,"excluded","self","group_yellow_own",1,"4","The main cause of the outcome is because, a member of the group yellow already feels dejected.",NA,NA,NA,NA,NA
6,"excluded","self","group_green_other",NA,"5","Not trying to help could be as a result of rejection a member of the group yellow had.",NA,NA,NA,NA,NA
6,"excluded","self","group_yellow_own",1,"5","Not trying to help could be as a result of rejection a member of the group yellow had.",NA,4,4.5,"stability_self8","locus_self8"
6,"excluded","self","group_yellow_own",1,"5","Not trying to help could be as a result of rejection a member of the group yellow had.",NA,1.5,5,"stability_self3","locus_self3"
6,"excluded","self","group_green_other",NA,"6","The main cause of this outcome is that a member of the group is building his self confident.",NA,4,4.5,"stability_self8","locus_self8"
6,"excluded","self","group_green_other",NA,"6","The main cause of this outcome is that a member of the group is building his self confident.",NA,1.5,5,"stability_self3","locus_self3"
6,"excluded","self","group_yellow_own",1,"6","The main cause of this outcome is that a member of the group is building his self confident.",NA,NA,NA,NA,NA
6,"excluded","self","group_green_other",NA,"7","It will boast the moral of the member of the group yellow.",NA,NA,NA,NA,NA
6,"excluded","self","group_yellow_own",1,"7","It will boast the moral of the member of the group yellow.",NA,3,3,"stability_self9","locus_self9"
6,"excluded","self","group_yellow_own",1,"7","It will boast the moral of the member of the group yellow.",NA,3,1,"stability_self4","locus_self4"
6,"excluded","self","group_green_other",NA,"8","Getting a raise will serve as a motivation to any member of the group yellow.",NA,3,3,"stability_self9","locus_self9"
6,"excluded","self","group_green_other",NA,"8","Getting a raise will serve as a motivation to any member of the group yellow.",NA,3,1,"stability_self4","locus_self4"
6,"excluded","self","group_yellow_own",1,"8","Getting a raise will serve as a motivation to any member of the group yellow.",NA,NA,NA,NA,NA
6,"excluded","self","group_green_other",NA,"9","The main cause of this outcome is that, a member of the group yellow is trying to impress everyone and change their opinion.",NA,NA,NA,NA,NA
6,"excluded","self","group_yellow_own",1,"9","The main cause of this outcome is that, a member of the group yellow is trying to impress everyone and change their opinion.",NA,3,3.5,"stability_self5","locus_self5"
6,"excluded","self","group_yellow_own",1,"9","The main cause of this outcome is that, a member of the group yellow is trying to impress everyone and change their opinion.",NA,3,3.5,"stability_self10","locus_self10"
6,"excluded","self","group_green_other",NA,"10","If a member of group yellow was treated lovingly by their partner, it means he was lucky.",NA,3,3.5,"stability_self5","locus_self5"
6,"excluded","self","group_green_other",NA,"10","If a member of group yellow was treated lovingly by their partner, it means he was lucky.",NA,3,3.5,"stability_self10","locus_self10"
6,"excluded","self","group_yellow_own",1,"10","If a member of group yellow was treated lovingly by their partner, it means he was lucky.",NA,NA,NA,NA,NA
7,"included","other","group_green_other",3,"1",NA,"they may have wronged the friend",NA,NA,NA,NA
7,"included","other","group_yellow_own",NA,"1",NA,"they may have wronged the friend",3.5,3.5,"stability_other1","locus_other1"
7,"included","other","group_yellow_own",NA,"1",NA,"they may have wronged the friend",3,2.5,"stability_other6","locus_other6"
7,"included","other","group_green_other",3,"2",NA,"they may have already taken on too much work",3.5,3.5,"stability_other1","locus_other1"
7,"included","other","group_green_other",3,"2",NA,"they may have already taken on too much work",3,2.5,"stability_other6","locus_other6"
7,"included","other","group_yellow_own",NA,"2",NA,"they may have already taken on too much work",NA,NA,NA,NA
7,"included","other","group_green_other",3,"3",NA,"the individual wasn't a good speaker",NA,NA,NA,NA
7,"included","other","group_yellow_own",NA,"3",NA,"the individual wasn't a good speaker",2.5,5,"stability_other7","locus_other7"
7,"included","other","group_yellow_own",NA,"3",NA,"the individual wasn't a good speaker",4.5,4,"stability_other2","locus_other2"
7,"included","other","group_green_other",3,"4",NA,"they may not have much in common with the other individual",2.5,5,"stability_other7","locus_other7"
7,"included","other","group_green_other",3,"4",NA,"they may not have much in common with the other individual",4.5,4,"stability_other2","locus_other2"
7,"included","other","group_yellow_own",NA,"4",NA,"they may not have much in common with the other individual",NA,NA,NA,NA
7,"included","other","group_green_other",3,"5",NA,"they do not feel like taking on the problem",NA,NA,NA,NA
7,"included","other","group_yellow_own",NA,"5",NA,"they do not feel like taking on the problem",3,5,"stability_other8","locus_other8"
7,"included","other","group_yellow_own",NA,"5",NA,"they do not feel like taking on the problem",4.5,5,"stability_other3","locus_other3"
7,"included","other","group_green_other",3,"6",NA,"they had the drive and determination to do what it takes to get the job",3,5,"stability_other8","locus_other8"
7,"included","other","group_green_other",3,"6",NA,"they had the drive and determination to do what it takes to get the job",4.5,5,"stability_other3","locus_other3"
7,"included","other","group_yellow_own",NA,"6",NA,"they had the drive and determination to do what it takes to get the job",NA,NA,NA,NA
7,"included","other","group_green_other",3,"7",NA,"they are attractive",NA,NA,NA,NA
7,"included","other","group_yellow_own",NA,"7",NA,"they are attractive",2.5,3,"stability_other9","locus_other9"
7,"included","other","group_yellow_own",NA,"7",NA,"they are attractive",4.5,5,"stability_other4","locus_other4"
7,"included","other","group_green_other",3,"8",NA,"they worked hard",2.5,3,"stability_other9","locus_other9"
7,"included","other","group_green_other",3,"8",NA,"they worked hard",4.5,5,"stability_other4","locus_other4"
7,"included","other","group_yellow_own",NA,"8",NA,"they worked hard",NA,NA,NA,NA
7,"included","other","group_green_other",3,"9",NA,"the project was done to a high quality",NA,NA,NA,NA
7,"included","other","group_yellow_own",NA,"9",NA,"the project was done to a high quality",4,3,"stability_other5","locus_other5"
7,"included","other","group_yellow_own",NA,"9",NA,"the project was done to a high quality",4,5,"stability_other10","locus_other10"
7,"included","other","group_green_other",3,"10",NA,"They are a nicer individual",4,3,"stability_other5","locus_other5"
7,"included","other","group_green_other",3,"10",NA,"They are a nicer individual",4,5,"stability_other10","locus_other10"
7,"included","other","group_yellow_own",NA,"10",NA,"They are a nicer individual",NA,NA,NA,NA
8,"excluded","self","group_green_other",NA,"1","Perhaps they have had a falling out/disagreement or they simply don't like each other. ",NA,NA,NA,NA,NA
8,"excluded","self","group_yellow_own",2,"1","Perhaps they have had a falling out/disagreement or they simply don't like each other. ",NA,5,4,"stability_self1","locus_self1"
8,"excluded","self","group_yellow_own",2,"1","Perhaps they have had a falling out/disagreement or they simply don't like each other. ",NA,1,2,"stability_self6","locus_self6"
