"id","ostracism_condition","self_other_condition","focus_condition","focus_value","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
69,"included","other","group_yellow_own",NA,"1",NA,"He had a bad day",4,1,"stability_other1","locus_other1"
69,"included","other","group_yellow_own",NA,"1",NA,"He had a bad day",5,2.5,"stability_other6","locus_other6"
69,"included","other","group_green_other",2,"2",NA,"The task was too hard to complete",4,1,"stability_other1","locus_other1"
69,"included","other","group_green_other",2,"2",NA,"The task was too hard to complete",5,2.5,"stability_other6","locus_other6"
69,"included","other","group_yellow_own",NA,"2",NA,"The task was too hard to complete",NA,NA,NA,NA
69,"included","other","group_green_other",2,"3",NA,"The audience was not interested in the subject of the talk",NA,NA,NA,NA
69,"included","other","group_yellow_own",NA,"3",NA,"The audience was not interested in the subject of the talk",1,1,"stability_other7","locus_other7"
69,"included","other","group_yellow_own",NA,"3",NA,"The audience was not interested in the subject of the talk",3.5,2.5,"stability_other2","locus_other2"
69,"included","other","group_green_other",2,"4",NA,"he had a bad day",1,1,"stability_other7","locus_other7"
69,"included","other","group_green_other",2,"4",NA,"he had a bad day",3.5,2.5,"stability_other2","locus_other2"
69,"included","other","group_yellow_own",NA,"4",NA,"he had a bad day",NA,NA,NA,NA
69,"included","other","group_green_other",2,"5",NA,"He was not simphatetic to the others",NA,NA,NA,NA
69,"included","other","group_yellow_own",NA,"5",NA,"He was not simphatetic to the others",4,4,"stability_other8","locus_other8"
69,"included","other","group_yellow_own",NA,"5",NA,"He was not simphatetic to the others",3,5,"stability_other3","locus_other3"
69,"included","other","group_green_other",2,"6",NA,"He is a lucky fellow",4,4,"stability_other8","locus_other8"
69,"included","other","group_green_other",2,"6",NA,"He is a lucky fellow",3,5,"stability_other3","locus_other3"
69,"included","other","group_yellow_own",NA,"6",NA,"He is a lucky fellow",NA,NA,NA,NA
69,"included","other","group_green_other",2,"7",NA,"The friend is a nice person",NA,NA,NA,NA
69,"included","other","group_yellow_own",NA,"7",NA,"The friend is a nice person",2.5,1,"stability_other9","locus_other9"
69,"included","other","group_yellow_own",NA,"7",NA,"The friend is a nice person",3.5,2.5,"stability_other4","locus_other4"
69,"included","other","group_green_other",2,"8",NA,"He is lucky",2.5,1,"stability_other9","locus_other9"
69,"included","other","group_green_other",2,"8",NA,"He is lucky",3.5,2.5,"stability_other4","locus_other4"
69,"included","other","group_yellow_own",NA,"8",NA,"He is lucky",NA,NA,NA,NA
69,"included","other","group_green_other",2,"9",NA,"He is well qualified",NA,NA,NA,NA
69,"included","other","group_yellow_own",NA,"9",NA,"He is well qualified",2,4,"stability_other5","locus_other5"
69,"included","other","group_yellow_own",NA,"9",NA,"He is well qualified",5,5,"stability_other10","locus_other10"
69,"included","other","group_green_other",2,"10",NA,"He is a lucky guy",2,4,"stability_other5","locus_other5"
69,"included","other","group_green_other",2,"10",NA,"He is a lucky guy",5,5,"stability_other10","locus_other10"
69,"included","other","group_yellow_own",NA,"10",NA,"He is a lucky guy",NA,NA,NA,NA
70,"excluded","other","group_green_other",6,"1",NA,"It was intentional ",NA,NA,NA,NA
70,"excluded","other","group_yellow_own",NA,"1",NA,"It was intentional ",3,2,"stability_other1","locus_other1"
70,"excluded","other","group_yellow_own",NA,"1",NA,"It was intentional ",2,1,"stability_other6","locus_other6"
70,"excluded","other","group_green_other",6,"2",NA,"Temporary ",3,2,"stability_other1","locus_other1"
70,"excluded","other","group_green_other",6,"2",NA,"Temporary ",2,1,"stability_other6","locus_other6"
70,"excluded","other","group_yellow_own",NA,"2",NA,"Temporary ",NA,NA,NA,NA
70,"excluded","other","group_green_other",6,"3",NA,"It is variable over time",NA,NA,NA,NA
70,"excluded","other","group_yellow_own",NA,"3",NA,"It is variable over time",3,1.5,"stability_other7","locus_other7"
70,"excluded","other","group_yellow_own",NA,"3",NA,"It is variable over time",1.5,2.5,"stability_other2","locus_other2"
70,"excluded","other","group_green_other",6,"4",NA,"It is outside of this member of group green",3,1.5,"stability_other7","locus_other7"
70,"excluded","other","group_green_other",6,"4",NA,"It is outside of this member of group green",1.5,2.5,"stability_other2","locus_other2"
70,"excluded","other","group_yellow_own",NA,"4",NA,"It is outside of this member of group green",NA,NA,NA,NA
70,"excluded","other","group_green_other",6,"5",NA,"Negative ",NA,NA,NA,NA
70,"excluded","other","group_yellow_own",NA,"5",NA,"Negative ",2.5,1.5,"stability_other8","locus_other8"
70,"excluded","other","group_yellow_own",NA,"5",NA,"Negative ",3,4,"stability_other3","locus_other3"
70,"excluded","other","group_green_other",6,"6",NA,"Positive ",2.5,1.5,"stability_other8","locus_other8"
70,"excluded","other","group_green_other",6,"6",NA,"Positive ",3,4,"stability_other3","locus_other3"
70,"excluded","other","group_yellow_own",NA,"6",NA,"Positive ",NA,NA,NA,NA
70,"excluded","other","group_green_other",6,"7",NA,"Reflects an aspect of this member of group green",NA,NA,NA,NA
70,"excluded","other","group_yellow_own",NA,"7",NA,"Reflects an aspect of this member of group green",3.5,3,"stability_other9","locus_other9"
70,"excluded","other","group_yellow_own",NA,"7",NA,"Reflects an aspect of this member of group green",3,3.5,"stability_other4","locus_other4"
70,"excluded","other","group_green_other",6,"8",NA,"It is progress ",3.5,3,"stability_other9","locus_other9"
70,"excluded","other","group_green_other",6,"8",NA,"It is progress ",3,3.5,"stability_other4","locus_other4"
70,"excluded","other","group_yellow_own",NA,"8",NA,"It is progress ",NA,NA,NA,NA
70,"excluded","other","group_green_other",6,"9",NA,"The main cause of action was intentional ",NA,NA,NA,NA
70,"excluded","other","group_yellow_own",NA,"9",NA,"The main cause of action was intentional ",2,1,"stability_other5","locus_other5"
70,"excluded","other","group_yellow_own",NA,"9",NA,"The main cause of action was intentional ",4.5,1,"stability_other10","locus_other10"
70,"excluded","other","group_green_other",6,"10",NA,"Is emotional ",2,1,"stability_other5","locus_other5"
70,"excluded","other","group_green_other",6,"10",NA,"Is emotional ",4.5,1,"stability_other10","locus_other10"
70,"excluded","other","group_yellow_own",NA,"10",NA,"Is emotional ",NA,NA,NA,NA
71,"included","other","group_green_other",4,"1",NA,"friend maybe just had a bad day",NA,NA,NA,NA
71,"included","other","group_yellow_own",NA,"1",NA,"friend maybe just had a bad day",1.5,2.5,"stability_other1","locus_other1"
71,"included","other","group_yellow_own",NA,"1",NA,"friend maybe just had a bad day",1,1,"stability_other6","locus_other6"
71,"included","other","group_green_other",4,"2",NA,"ran out of time",1.5,2.5,"stability_other1","locus_other1"
71,"included","other","group_green_other",4,"2",NA,"ran out of time",1,1,"stability_other6","locus_other6"
71,"included","other","group_yellow_own",NA,"2",NA,"ran out of time",NA,NA,NA,NA
71,"included","other","group_green_other",4,"3",NA,"Something that the audience does not agree with",NA,NA,NA,NA
71,"included","other","group_yellow_own",NA,"3",NA,"Something that the audience does not agree with",1.5,4,"stability_other7","locus_other7"
71,"included","other","group_yellow_own",NA,"3",NA,"Something that the audience does not agree with",2.5,3,"stability_other2","locus_other2"
71,"included","other","group_green_other",4,"4",NA,"maybe both just having a bad day",1.5,4,"stability_other7","locus_other7"
71,"included","other","group_green_other",4,"4",NA,"maybe both just having a bad day",2.5,3,"stability_other2","locus_other2"
71,"included","other","group_yellow_own",NA,"4",NA,"maybe both just having a bad day",NA,NA,NA,NA
71,"included","other","group_green_other",4,"5",NA,"dont know how to help",NA,NA,NA,NA
71,"included","other","group_yellow_own",NA,"5",NA,"dont know how to help",1.5,1.5,"stability_other8","locus_other8"
71,"included","other","group_yellow_own",NA,"5",NA,"dont know how to help",3.5,2.5,"stability_other3","locus_other3"
71,"included","other","group_green_other",4,"6",NA,"prepared well and fits the job role well",1.5,1.5,"stability_other8","locus_other8"
71,"included","other","group_green_other",4,"6",NA,"prepared well and fits the job role well",3.5,2.5,"stability_other3","locus_other3"
71,"included","other","group_yellow_own",NA,"6",NA,"prepared well and fits the job role well",NA,NA,NA,NA
71,"included","other","group_green_other",4,"7",NA,"Have good friends and the friend is a kind person",NA,NA,NA,NA
71,"included","other","group_yellow_own",NA,"7",NA,"Have good friends and the friend is a kind person",1.5,1.5,"stability_other9","locus_other9"
71,"included","other","group_yellow_own",NA,"7",NA,"Have good friends and the friend is a kind person",3.5,3,"stability_other4","locus_other4"
71,"included","other","group_green_other",4,"8",NA,"has been working hard and thats been recognised",1.5,1.5,"stability_other9","locus_other9"
71,"included","other","group_green_other",4,"8",NA,"has been working hard and thats been recognised",3.5,3,"stability_other4","locus_other4"
71,"included","other","group_yellow_own",NA,"8",NA,"has been working hard and thats been recognised",NA,NA,NA,NA
71,"included","other","group_green_other",4,"9",NA,"prepared and worked hard on the project",NA,NA,NA,NA
71,"included","other","group_yellow_own",NA,"9",NA,"prepared and worked hard on the project",0.5,2,"stability_other5","locus_other5"
71,"included","other","group_yellow_own",NA,"9",NA,"prepared and worked hard on the project",2.5,2.5,"stability_other10","locus_other10"
71,"included","other","group_green_other",4,"10",NA,"feel more comfortable with each other",0.5,2,"stability_other5","locus_other5"
71,"included","other","group_green_other",4,"10",NA,"feel more comfortable with each other",2.5,2.5,"stability_other10","locus_other10"
71,"included","other","group_yellow_own",NA,"10",NA,"feel more comfortable with each other",NA,NA,NA,NA
72,"included","other","group_green_other",6,"1",NA,"Meeting someone outside of their team",NA,NA,NA,NA
72,"included","other","group_yellow_own",NA,"1",NA,"Meeting someone outside of their team",3.5,3,"stability_other1","locus_other1"
72,"included","other","group_yellow_own",NA,"1",NA,"Meeting someone outside of their team",2,2,"stability_other6","locus_other6"
72,"included","other","group_green_other",6,"2",NA,"An assumption of the member of group Green and the Green team",3.5,3,"stability_other1","locus_other1"
72,"included","other","group_green_other",6,"2",NA,"An assumption of the member of group Green and the Green team",2,2,"stability_other6","locus_other6"
72,"included","other","group_yellow_own",NA,"2",NA,"An assumption of the member of group Green and the Green team",NA,NA,NA,NA
72,"included","other","group_green_other",6,"3",NA,"Potentially group green has been taught incorrectly",NA,NA,NA,NA
72,"included","other","group_yellow_own",NA,"3",NA,"Potentially group green has been taught incorrectly",1.5,4.5,"stability_other7","locus_other7"
72,"included","other","group_yellow_own",NA,"3",NA,"Potentially group green has been taught incorrectly",3,1,"stability_other2","locus_other2"
72,"included","other","group_green_other",6,"4",NA,"Favourable to members only in the green group",1.5,4.5,"stability_other7","locus_other7"
72,"included","other","group_green_other",6,"4",NA,"Favourable to members only in the green group",3,1,"stability_other2","locus_other2"
72,"included","other","group_yellow_own",NA,"4",NA,"Favourable to members only in the green group",NA,NA,NA,NA
72,"included","other","group_green_other",6,"5",NA,"The do not like the member who has approached them and is not in their team",NA,NA,NA,NA
72,"included","other","group_yellow_own",NA,"5",NA,"The do not like the member who has approached them and is not in their team",1.5,1,"stability_other8","locus_other8"
72,"included","other","group_yellow_own",NA,"5",NA,"The do not like the member who has approached them and is not in their team",2,1,"stability_other3","locus_other3"
72,"included","other","group_green_other",6,"6",NA,"They researched for their new role",1.5,1,"stability_other8","locus_other8"
72,"included","other","group_green_other",6,"6",NA,"They researched for their new role",2,1,"stability_other3","locus_other3"
72,"included","other","group_yellow_own",NA,"6",NA,"They researched for their new role",NA,NA,NA,NA
72,"included","other","group_green_other",6,"7",NA,"Someone new that they are meeting",NA,NA,NA,NA
72,"included","other","group_yellow_own",NA,"7",NA,"Someone new that they are meeting",2,2,"stability_other9","locus_other9"
72,"included","other","group_yellow_own",NA,"7",NA,"Someone new that they are meeting",3,1,"stability_other4","locus_other4"
72,"included","other","group_green_other",6,"8",NA,"The member worked hard for the raise",2,2,"stability_other9","locus_other9"
72,"included","other","group_green_other",6,"8",NA,"The member worked hard for the raise",3,1,"stability_other4","locus_other4"
72,"included","other","group_yellow_own",NA,"8",NA,"The member worked hard for the raise",NA,NA,NA,NA
72,"included","other","group_green_other",6,"9",NA,"Intelligent in the subject of the project",NA,NA,NA,NA
72,"included","other","group_yellow_own",NA,"9",NA,"Intelligent in the subject of the project",4.5,1,"stability_other5","locus_other5"
72,"included","other","group_yellow_own",NA,"9",NA,"Intelligent in the subject of the project",1,1.5,"stability_other10","locus_other10"
72,"included","other","group_green_other",6,"10",NA,"The favour their partners team",4.5,1,"stability_other5","locus_other5"
72,"included","other","group_green_other",6,"10",NA,"The favour their partners team",1,1.5,"stability_other10","locus_other10"
72,"included","other","group_yellow_own",NA,"10",NA,"The favour their partners team",NA,NA,NA,NA
73,"excluded","self","group_green_other",NA,"1","Because they are favouring others",NA,NA,NA,NA,NA
73,"excluded","self","group_yellow_own",2,"1","Because they are favouring others",NA,5,3,"stability_self1","locus_self1"
73,"excluded","self","group_yellow_own",2,"1","Because they are favouring others",NA,2.5,2,"stability_self6","locus_self6"
73,"excluded","self","group_green_other",NA,"2","He was Tired",NA,5,3,"stability_self1","locus_self1"
73,"excluded","self","group_green_other",NA,"2","He was Tired",NA,2.5,2,"stability_self6","locus_self6"
73,"excluded","self","group_yellow_own",2,"2","He was Tired",NA,NA,NA,NA,NA
73,"excluded","self","group_green_other",NA,"3","They judge by the group colour",NA,NA,NA,NA,NA
73,"excluded","self","group_yellow_own",2,"3","They judge by the group colour",NA,2.5,1,"stability_self7","locus_self7"
73,"excluded","self","group_yellow_own",2,"3","They judge by the group colour",NA,1.5,4,"stability_self2","locus_self2"
73,"excluded","self","group_green_other",NA,"4","Because they do not have back up from another group member",NA,2.5,1,"stability_self7","locus_self7"
73,"excluded","self","group_green_other",NA,"4","Because they do not have back up from another group member",NA,1.5,4,"stability_self2","locus_self2"
73,"excluded","self","group_yellow_own",2,"4","Because they do not have back up from another group member",NA,NA,NA,NA,NA
73,"excluded","self","group_green_other",NA,"5","Was busy",NA,NA,NA,NA,NA
73,"excluded","self","group_yellow_own",2,"5","Was busy",NA,1.5,1,"stability_self8","locus_self8"
73,"excluded","self","group_yellow_own",2,"5","Was busy",NA,3.5,3,"stability_self3","locus_self3"
73,"excluded","self","group_green_other",NA,"6","Hard working and resilient",NA,1.5,1,"stability_self8","locus_self8"
73,"excluded","self","group_green_other",NA,"6","Hard working and resilient",NA,3.5,3,"stability_self3","locus_self3"
73,"excluded","self","group_yellow_own",2,"6","Hard working and resilient",NA,NA,NA,NA,NA
73,"excluded","self","group_green_other",NA,"7","Friend was nice",NA,NA,NA,NA,NA
73,"excluded","self","group_yellow_own",2,"7","Friend was nice",NA,1.5,1.5,"stability_self9","locus_self9"
73,"excluded","self","group_yellow_own",2,"7","Friend was nice",NA,3.5,5,"stability_self4","locus_self4"
73,"excluded","self","group_green_other",NA,"8","Hardworking",NA,1.5,1.5,"stability_self9","locus_self9"
73,"excluded","self","group_green_other",NA,"8","Hardworking",NA,3.5,5,"stability_self4","locus_self4"
73,"excluded","self","group_yellow_own",2,"8","Hardworking",NA,NA,NA,NA,NA
73,"excluded","self","group_green_other",NA,"9","Hardworking",NA,NA,NA,NA,NA
73,"excluded","self","group_yellow_own",2,"9","Hardworking",NA,4,4,"stability_self5","locus_self5"
73,"excluded","self","group_yellow_own",2,"9","Hardworking",NA,3,2.5,"stability_self10","locus_self10"
73,"excluded","self","group_green_other",NA,"10","Because they have common interests",NA,4,4,"stability_self5","locus_self5"
73,"excluded","self","group_green_other",NA,"10","Because they have common interests",NA,3,2.5,"stability_self10","locus_self10"
73,"excluded","self","group_yellow_own",2,"10","Because they have common interests",NA,NA,NA,NA,NA
74,"excluded","other","group_green_other",5,"1",NA,"This person must have either knowingly or not have caused some type of harm to the other",NA,NA,NA,NA
74,"excluded","other","group_yellow_own",NA,"1",NA,"This person must have either knowingly or not have caused some type of harm to the other",2.5,2,"stability_other1","locus_other1"
74,"excluded","other","group_yellow_own",NA,"1",NA,"This person must have either knowingly or not have caused some type of harm to the other",3.5,4,"stability_other6","locus_other6"
74,"excluded","other","group_green_other",5,"2",NA,"Green has trouble keeping up with their priorities",2.5,2,"stability_other1","locus_other1"
74,"excluded","other","group_green_other",5,"2",NA,"Green has trouble keeping up with their priorities",3.5,4,"stability_other6","locus_other6"
74,"excluded","other","group_yellow_own",NA,"2",NA,"Green has trouble keeping up with their priorities",NA,NA,NA,NA
74,"excluded","other","group_green_other",5,"3",NA,"The member didn't do a background the check on the audience before creating their speech.",NA,NA,NA,NA
74,"excluded","other","group_yellow_own",NA,"3",NA,"The member didn't do a background the check on the audience before creating their speech.",2.5,2,"stability_other7","locus_other7"
74,"excluded","other","group_yellow_own",NA,"3",NA,"The member didn't do a background the check on the audience before creating their speech.",3.5,2,"stability_other2","locus_other2"
74,"excluded","other","group_green_other",5,"4",NA,"An argument may have erupted between the two",2.5,2,"stability_other7","locus_other7"
74,"excluded","other","group_green_other",5,"4",NA,"An argument may have erupted between the two",3.5,2,"stability_other2","locus_other2"
74,"excluded","other","group_yellow_own",NA,"4",NA,"An argument may have erupted between the two",NA,NA,NA,NA
74,"excluded","other","group_green_other",5,"5",NA,"This friend may not be on good terms with the green member.",NA,NA,NA,NA
74,"excluded","other","group_yellow_own",NA,"5",NA,"This friend may not be on good terms with the green member.",4.5,4,"stability_other8","locus_other8"
74,"excluded","other","group_yellow_own",NA,"5",NA,"This friend may not be on good terms with the green member.",3,2,"stability_other3","locus_other3"
74,"excluded","other","group_green_other",5,"6",NA,"The had the necessary skills and pull to get the job",4.5,4,"stability_other8","locus_other8"
74,"excluded","other","group_green_other",5,"6",NA,"The had the necessary skills and pull to get the job",3,2,"stability_other3","locus_other3"
74,"excluded","other","group_yellow_own",NA,"6",NA,"The had the necessary skills and pull to get the job",NA,NA,NA,NA
74,"excluded","other","group_green_other",5,"7",NA,"This person is more attractive than usual to the other person to make such a compliment",NA,NA,NA,NA
74,"excluded","other","group_yellow_own",NA,"7",NA,"This person is more attractive than usual to the other person to make such a compliment",4,4,"stability_other9","locus_other9"
74,"excluded","other","group_yellow_own",NA,"7",NA,"This person is more attractive than usual to the other person to make such a compliment",2.5,3,"stability_other4","locus_other4"
74,"excluded","other","group_green_other",5,"8",NA,"This person performed so well at their job that they were awarded a raise",4,4,"stability_other9","locus_other9"
74,"excluded","other","group_green_other",5,"8",NA,"This person performed so well at their job that they were awarded a raise",2.5,3,"stability_other4","locus_other4"
74,"excluded","other","group_yellow_own",NA,"8",NA,"This person performed so well at their job that they were awarded a raise",NA,NA,NA,NA
74,"excluded","other","group_green_other",5,"9",NA,"The member knew what was required for the project and did it well.",NA,NA,NA,NA
74,"excluded","other","group_yellow_own",NA,"9",NA,"The member knew what was required for the project and did it well.",4.5,4,"stability_other5","locus_other5"
74,"excluded","other","group_yellow_own",NA,"9",NA,"The member knew what was required for the project and did it well.",2,4,"stability_other10","locus_other10"
74,"excluded","other","group_green_other",5,"10",NA,"This person may have changed their ways positively and their partner has taken notice of this.",4.5,4,"stability_other5","locus_other5"
74,"excluded","other","group_green_other",5,"10",NA,"This person may have changed their ways positively and their partner has taken notice of this.",2,4,"stability_other10","locus_other10"
74,"excluded","other","group_yellow_own",NA,"10",NA,"This person may have changed their ways positively and their partner has taken notice of this.",NA,NA,NA,NA
75,"included","self","group_green_other",NA,"1","The friend may be stressed",NA,NA,NA,NA,NA
75,"included","self","group_yellow_own",2,"1","The friend may be stressed",NA,3.5,4.5,"stability_self1","locus_self1"
75,"included","self","group_yellow_own",2,"1","The friend may be stressed",NA,2,1,"stability_self6","locus_self6"
75,"included","self","group_green_other",NA,"2","They have too much work to do and not enough time.",NA,3.5,4.5,"stability_self1","locus_self1"
75,"included","self","group_green_other",NA,"2","They have too much work to do and not enough time.",NA,2,1,"stability_self6","locus_self6"
75,"included","self","group_yellow_own",2,"2","They have too much work to do and not enough time.",NA,NA,NA,NA,NA
75,"included","self","group_green_other",NA,"3","They didn't prepare enough for the particular audience",NA,NA,NA,NA,NA
75,"included","self","group_yellow_own",2,"3","They didn't prepare enough for the particular audience",NA,3,5,"stability_self7","locus_self7"
75,"included","self","group_yellow_own",2,"3","They didn't prepare enough for the particular audience",NA,4,4,"stability_self2","locus_self2"
75,"included","self","group_green_other",NA,"4","The other person may not like them",NA,3,5,"stability_self7","locus_self7"
75,"included","self","group_green_other",NA,"4","The other person may not like them",NA,4,4,"stability_self2","locus_self2"
75,"included","self","group_yellow_own",2,"4","The other person may not like them",NA,NA,NA,NA,NA
75,"included","self","group_green_other",NA,"5","They have their own problems",NA,NA,NA,NA,NA
75,"included","self","group_yellow_own",2,"5","They have their own problems",NA,2.5,1.5,"stability_self8","locus_self8"
75,"included","self","group_yellow_own",2,"5","They have their own problems",NA,4,2.5,"stability_self3","locus_self3"
75,"included","self","group_green_other",NA,"6","That they are the right person for the job ",NA,2.5,1.5,"stability_self8","locus_self8"
75,"included","self","group_green_other",NA,"6","That they are the right person for the job ",NA,4,2.5,"stability_self3","locus_self3"
75,"included","self","group_yellow_own",2,"6","That they are the right person for the job ",NA,NA,NA,NA,NA
75,"included","self","group_green_other",NA,"7","Their friend is a nice person",NA,NA,NA,NA,NA
75,"included","self","group_yellow_own",2,"7","Their friend is a nice person",NA,3,1.5,"stability_self9","locus_self9"
75,"included","self","group_yellow_own",2,"7","Their friend is a nice person",NA,4,4,"stability_self4","locus_self4"
75,"included","self","group_green_other",NA,"8","They are competent at their job",NA,3,1.5,"stability_self9","locus_self9"
75,"included","self","group_green_other",NA,"8","They are competent at their job",NA,4,4,"stability_self4","locus_self4"
75,"included","self","group_yellow_own",2,"8","They are competent at their job",NA,NA,NA,NA,NA
75,"included","self","group_green_other",NA,"9","They put a lot of work into the project",NA,NA,NA,NA,NA
75,"included","self","group_yellow_own",2,"9","They put a lot of work into the project",NA,3.5,1,"stability_self5","locus_self5"
75,"included","self","group_yellow_own",2,"9","They put a lot of work into the project",NA,3,2.5,"stability_self10","locus_self10"
75,"included","self","group_green_other",NA,"10","They are happy so causing the other person to be happy too",NA,3.5,1,"stability_self5","locus_self5"
75,"included","self","group_green_other",NA,"10","They are happy so causing the other person to be happy too",NA,3,2.5,"stability_self10","locus_self10"
75,"included","self","group_yellow_own",2,"10","They are happy so causing the other person to be happy too",NA,NA,NA,NA,NA
76,"excluded","other","group_green_other",6,"1",NA,"Selfish",NA,NA,NA,NA
76,"excluded","other","group_yellow_own",NA,"1",NA,"Selfish",3.5,2.5,"stability_other1","locus_other1"
76,"excluded","other","group_yellow_own",NA,"1",NA,"Selfish",1,1,"stability_other6","locus_other6"
76,"excluded","other","group_green_other",6,"2",NA,"Don't have time to complete the work",3.5,2.5,"stability_other1","locus_other1"
76,"excluded","other","group_green_other",6,"2",NA,"Don't have time to complete the work",1,1,"stability_other6","locus_other6"
76,"excluded","other","group_yellow_own",NA,"2",NA,"Don't have time to complete the work",NA,NA,NA,NA
76,"excluded","other","group_green_other",6,"3",NA,"They said something that was unpopular ",NA,NA,NA,NA
76,"excluded","other","group_yellow_own",NA,"3",NA,"They said something that was unpopular ",5,5,"stability_other7","locus_other7"
76,"excluded","other","group_yellow_own",NA,"3",NA,"They said something that was unpopular ",5,2.5,"stability_other2","locus_other2"
76,"excluded","other","group_green_other",6,"4",NA,"They did not share the same interests ",5,5,"stability_other7","locus_other7"
76,"excluded","other","group_green_other",6,"4",NA,"They did not share the same interests ",5,2.5,"stability_other2","locus_other2"
76,"excluded","other","group_yellow_own",NA,"4",NA,"They did not share the same interests ",NA,NA,NA,NA
76,"excluded","other","group_green_other",6,"5",NA,"They don't care about other people's problems.",NA,NA,NA,NA
76,"excluded","other","group_yellow_own",NA,"5",NA,"They don't care about other people's problems.",2,4,"stability_other8","locus_other8"
76,"excluded","other","group_yellow_own",NA,"5",NA,"They don't care about other people's problems.",3,2.5,"stability_other3","locus_other3"
76,"excluded","other","group_green_other",6,"6",NA,"They had the right skills for the job.",2,4,"stability_other8","locus_other8"
76,"excluded","other","group_green_other",6,"6",NA,"They had the right skills for the job.",3,2.5,"stability_other3","locus_other3"
76,"excluded","other","group_yellow_own",NA,"6",NA,"They had the right skills for the job.",NA,NA,NA,NA
76,"excluded","other","group_green_other",6,"7",NA,"They have been looking after themselves.",NA,NA,NA,NA
76,"excluded","other","group_yellow_own",NA,"7",NA,"They have been looking after themselves.",2,4.5,"stability_other9","locus_other9"
76,"excluded","other","group_yellow_own",NA,"7",NA,"They have been looking after themselves.",3,3,"stability_other4","locus_other4"
76,"excluded","other","group_green_other",6,"8",NA,"Because they are good at their job",2,4.5,"stability_other9","locus_other9"
76,"excluded","other","group_green_other",6,"8",NA,"Because they are good at their job",3,3,"stability_other4","locus_other4"
76,"excluded","other","group_yellow_own",NA,"8",NA,"Because they are good at their job",NA,NA,NA,NA
76,"excluded","other","group_green_other",6,"9",NA,"Did well on the project",NA,NA,NA,NA
76,"excluded","other","group_yellow_own",NA,"9",NA,"Did well on the project",1,1,"stability_other5","locus_other5"
76,"excluded","other","group_yellow_own",NA,"9",NA,"Did well on the project",5,5,"stability_other10","locus_other10"
76,"excluded","other","group_green_other",6,"10",NA,"They are a good partner so in turn get treated nicely.",1,1,"stability_other5","locus_other5"
76,"excluded","other","group_green_other",6,"10",NA,"They are a good partner so in turn get treated nicely.",5,5,"stability_other10","locus_other10"
76,"excluded","other","group_yellow_own",NA,"10",NA,"They are a good partner so in turn get treated nicely.",NA,NA,NA,NA
77,"included","self","group_green_other",NA,"1","I do not know the reason for the hostility.",NA,NA,NA,NA,NA
77,"included","self","group_yellow_own",2,"1","I do not know the reason for the hostility.",NA,3,3.5,"stability_self1","locus_self1"
77,"included","self","group_yellow_own",2,"1","I do not know the reason for the hostility.",NA,2,2,"stability_self6","locus_self6"
77,"included","self","group_green_other",NA,"2","I would question why this is the situation.",NA,3,3.5,"stability_self1","locus_self1"
77,"included","self","group_green_other",NA,"2","I would question why this is the situation.",NA,2,2,"stability_self6","locus_self6"
77,"included","self","group_yellow_own",2,"2","I would question why this is the situation.",NA,NA,NA,NA,NA
77,"included","self","group_green_other",NA,"3","Unwelcome news that was communicated.",NA,NA,NA,NA,NA
77,"included","self","group_yellow_own",2,"3","Unwelcome news that was communicated.",NA,2.5,3,"stability_self7","locus_self7"
77,"included","self","group_yellow_own",2,"3","Unwelcome news that was communicated.",NA,3,3,"stability_self2","locus_self2"
77,"included","self","group_green_other",NA,"4","They met a member of the green/blue group.",NA,2.5,3,"stability_self7","locus_self7"
77,"included","self","group_green_other",NA,"4","They met a member of the green/blue group.",NA,3,3,"stability_self2","locus_self2"
77,"included","self","group_yellow_own",2,"4","They met a member of the green/blue group.",NA,NA,NA,NA,NA
77,"included","self","group_green_other",NA,"5","I would question why they were unwilling to help.",NA,NA,NA,NA,NA
77,"included","self","group_yellow_own",2,"5","I would question why they were unwilling to help.",NA,3,3,"stability_self8","locus_self8"
77,"included","self","group_yellow_own",2,"5","I would question why they were unwilling to help.",NA,3,3.5,"stability_self3","locus_self3"
77,"included","self","group_green_other",NA,"6","Determination to obtain the job.",NA,3,3,"stability_self8","locus_self8"
77,"included","self","group_green_other",NA,"6","Determination to obtain the job.",NA,3,3.5,"stability_self3","locus_self3"
77,"included","self","group_yellow_own",2,"6","Determination to obtain the job.",NA,NA,NA,NA,NA
77,"included","self","group_green_other",NA,"7","Paying a compliment to the other person.",NA,NA,NA,NA,NA
77,"included","self","group_yellow_own",2,"7","Paying a compliment to the other person.",NA,3,2,"stability_self9","locus_self9"
77,"included","self","group_yellow_own",2,"7","Paying a compliment to the other person.",NA,3,3,"stability_self4","locus_self4"
77,"included","self","group_green_other",NA,"8","Why did they get this? Did they deserve it?",NA,3,2,"stability_self9","locus_self9"
77,"included","self","group_green_other",NA,"8","Why did they get this? Did they deserve it?",NA,3,3,"stability_self4","locus_self4"
77,"included","self","group_yellow_own",2,"8","Why did they get this? Did they deserve it?",NA,NA,NA,NA,NA
77,"included","self","group_green_other",NA,"9","They worked very hard on this project so probably deserved the praise.",NA,NA,NA,NA,NA
77,"included","self","group_yellow_own",2,"9","They worked very hard on this project so probably deserved the praise.",NA,3,3.5,"stability_self5","locus_self5"
